sentence_id;sentence;dataset
413;The experiments compare the Visual Mesh with several other fast convolutional neural networks.;arxiv
414;The results demonstrate execution times sixteen times quicker than the fastest competitor tested, while achieving outstanding accuracy.;arxiv
415;In this paper, we present a novel two-stage metric learning algorithm.;arxiv
416;We first map each learning instance to a probability distribution by computing its similarities to a set of fixed anchor points.;arxiv
417;Then, we define the distance in the input data space as the Fisher information distance on the associated statistical manifold.;arxiv
418;This induces in the input data space a new family of distance metric with unique properties.;arxiv
419;Unlike kernelized metric learning, we do not require the similarity measure to be positive semi-definite.;arxiv
420;Moreover, it can also be interpreted as a local metric learning algorithm with well defined distance approximation.;arxiv
421;We evaluate its performance on a number of datasets.;arxiv
422;It outperforms significantly other metric learning methods and SVM.;arxiv
423;In the recent years money laundering schemes have grown in complexity and speed of realization, affecting financial institutions and millions of customers globally.;arxiv
424;Existing topologies and models for AML analysis and information sharing are subject to major limitations, such as compliance with regulatory constraints, extended infrastructure to run high-computation algorithms, data quality and span, proving cumbersome and costly to execute, federate, and interpret.;arxiv
425;This paper proposes a new topology for exploring multi-banking customer social relations in AML context -- customer-to-customer, customer-to-transaction, and transaction-to-transaction -- using a 3D modeling topological algebra formulated through Poincar\'e embeddings.;arxiv
426;Generative adversarial networks (GANs) are one powerful type of deep learning models that have been successfully utilized in numerous fields.;arxiv
427;They belong to a broader family called generative methods, which generate new data with a probabilistic model by learning sample distribution from real examples.;arxiv
428;In the clinical context, GANs have shown enhanced capabilities in capturing spatially complex, nonlinear, and potentially subtle disease effects compared to traditional generative methods.;arxiv
429;This review appraises the existing literature on the applications of GANs in imaging studies of various neurological conditions, including Alzheimer's disease, brain tumors, brain aging, and multiple sclerosis.;arxiv
430;We provide an intuitive explanation of various GAN methods for each application and further discuss the main challenges, open questions, and promising future directions of leveraging GANs in neuroimaging.;arxiv
431;We aim to bridge the gap between advanced deep learning methods and neurology research by highlighting how GANs can be leveraged to support clinical decision making and contribute to a better understanding of the structural and functional patterns of brain diseases.;arxiv
432;The existing publications demonstrate that the limit order book data is useful in predicting short-term volatility in stock markets.;arxiv
433;Since stocks are not independent, changes on one stock can also impact other related stocks.;arxiv
434;In this paper, we are interested in forecasting short-term realized volatility in a multivariate approach based on limit order book data and relational data.;arxiv
435;To achieve this goal, we introduce Graph Transformer Network for Volatility Forecasting.;arxiv
436;The model allows to combine limit order book features and an unlimited number of temporal and cross-sectional relations from different sources.;arxiv
437;Through experiments based on about 500 stocks from S&P 500 index, we find a better performance for our model than for other benchmarks.;arxiv
438;Muscle-actuated organisms are capable of learning an unparalleled diversity of dexterous movements despite their vast amount of muscles.;arxiv
439;Reinforcement learning (RL) on large musculoskeletal models, however, has not been able to show similar performance.;arxiv
440;We conjecture that ineffective exploration in large overactuated action spaces is a key problem.;arxiv
441;This is supported by the finding that common exploration noise strategies are inadequate in synthetic examples of overactuated systems.;arxiv
442;We identify differential extrinsic plasticity (DEP), a method from the domain of self-organization, as being able to induce state-space covering exploration within seconds of interaction.;arxiv
443;By integrating DEP into RL, we achieve fast learning of reaching and locomotion in musculoskeletal systems, outperforming current approaches in all considered tasks in sample efficiency and robustness.;arxiv
444;Pruning unimportant parameters can allow deep neural networks (DNNs) to reduce their heavy computation and memory requirements.;arxiv
445;A saliency metric estimates which parameters can be safely pruned with little impact on the classification performance of the DNN.;arxiv
446;Many saliency metrics have been proposed, each within the context of a wider pruning algorithm.;arxiv
447;The result is that it is difficult to separate the effectiveness of the saliency metric from the wider pruning algorithm that surrounds it.;arxiv
448;Similar-looking saliency metrics can yield very different results because of apparently minor design choices.;arxiv
449;We propose a taxonomy of saliency metrics based on four mostly-orthogonal principal components.;arxiv
450;We show that a broad range of metrics from the pruning literature can be grouped according to these components.;arxiv
451;Our taxonomy not only serves as a guide to prior work, but allows us to construct new saliency metrics by exploring novel combinations of our taxonomic components.;arxiv
452;We perform an in-depth experimental investigation of more than 300 saliency metrics.;arxiv
453;Our results provide decisive answers to open research questions, and demonstrate the importance of reduction and scaling when pruning groups of weights.;arxiv
454;We find that some of our constructed metrics can outperform the best existing state-of-the-art metrics for convolutional neural network channel pruning.;arxiv
455;The problem of solving partial differential equations (PDEs) can be formulated into a least-squares minimization problem, where neural networks are used to parametrize PDE solutions.;arxiv
456;A global minimizer corresponds to a neural network that solves the given PDE.;arxiv
457;In this paper, we show that the gradient descent method can identify a global minimizer of the least-squares optimization for solving second-order linear PDEs with two-layer neural networks under the assumption of over-parametrization.;arxiv
458;We also analyze the generalization error of the least-squares optimization for second-order linear PDEs and two-layer neural networks, when the right-hand-side function of the PDE is in a Barron-type space and the least-squares optimization is regularized with a Barron-type norm, without the over-parametrization assumption.;arxiv
459;Estimating predictive uncertainty is crucial for many computer vision tasks, from image classification to autonomous driving systems.;arxiv
460;Hamiltonian Monte Carlo (HMC) is an sampling method for performing Bayesian inference.;arxiv
461;On the other hand, Dropout regularization has been proposed as an approximate model averaging technique that tends to improve generalization in large scale models such as deep neural networks.;arxiv
462;Although, HMC provides convergence guarantees for most standard Bayesian models, it does not handle discrete parameters arising from Dropout regularization.;arxiv
463;In this paper, we present a robust methodology for improving predictive uncertainty in classification problems, based on Dropout and Hamiltonian Monte Carlo.;arxiv
464;Even though Dropout induces a non-smooth energy function with no such convergence guarantees, the resulting discretization of the Hamiltonian proves empirical success.;arxiv
465;The proposed method allows to effectively estimate the predictive accuracy and to provide better generalization for difficult test examples.;arxiv
466;Urban ride-hailing demand prediction is a crucial but challenging task for intelligent transportation system construction.;arxiv
467;Predictable ride-hailing demand can facilitate more reasonable vehicle scheduling and online car-hailing platform dispatch.;arxiv
468;Conventional deep learning methods with no external structured data can be accomplished via hybrid models of CNNs and RNNs by meshing plentiful pixel-level labeled data, but spatial data sparsity and limited learning capabilities on temporal long-term dependencies are still two striking bottlenecks.;arxiv
469;To address these limitations, we propose a new virtual graph modeling method to focus on significant demand regions and a novel Deep Multi-View Spatiotemporal Virtual Graph Neural Network (DMVST-VGNN) to strengthen learning capabilities of spatial dynamics and temporal long-term dependencies.;arxiv
470;Specifically, DMVST-VGNN integrates the structures of 1D Convolutional Neural Network, Multi Graph Attention Neural Network and Transformer layer, which correspond to short-term temporal dynamics view, spatial dynamics view and long-term temporal dynamics view respectively.;arxiv
471;In this paper, experiments are conducted on two large-scale New York City datasets in fine-grained prediction scenes.;arxiv
472;And the experimental results demonstrate effectiveness and superiority of DMVST-VGNN framework in significant citywide ride-hailing demand prediction.;arxiv
473;High-quality education is one of the keys to achieving a more sustainable world.;arxiv
474;The recent COVID-19 epidemic has triggered the outbreak of online education, which has enabled both students and teachers to learn and teach at home.;arxiv
475;Meanwhile, it is now possible to record and research a large amount of learning data using online learning platforms in order to offer better intelligent educational services.;arxiv
476;Knowledge Tracing (KT), which aims to monitor students' evolving knowledge state, is a fundamental and crucial task to support these intelligent services.;arxiv
477;Therefore, an increasing amount of research attention has been paid to this emerging area and considerable progress has been made.;arxiv
478;In this survey, we propose a new taxonomy of existing basic KT models from a technical perspective and provide a comprehensive overview of these models in a systematic manner.;arxiv
479;In addition, many variants of KT models have been proposed to capture more complete learning process.;arxiv
480;We then review these variants involved in three phases of the learning process: before, during, and after the student learning, respectively.;arxiv
481;Moreover, we present several typical applications of KT in different educational scenarios.;arxiv
482;Finally, we provide some potential directions for future research in this fast-growing field.;arxiv
483;Formation mechanisms are fundamental to the study of complex networks, but learning them from observations is challenging.;arxiv
484;In real-world domains, one often has access only to the final constructed graph, instead of the full construction process, and observed graphs exhibit complex structural properties.;arxiv
485;In this work, we propose GraphOpt, an end-to-end framework that jointly learns an implicit model of graph structure formation and discovers an underlying optimization mechanism in the form of a latent objective function.;arxiv
486;The learned objective can serve as an explanation for the observed graph properties, thereby lending itself to transfer across different graphs within a domain.;arxiv
487;GraphOpt poses link formation in graphs as a sequential decision-making process and solves it using maximum entropy inverse reinforcement learning algorithm.;arxiv
488;Further, it employs a novel continuous latent action space that aids scalability.;arxiv
489;Empirically, we demonstrate that GraphOpt discovers a latent objective transferable across graphs with different characteristics.;arxiv
490;GraphOpt also learns a robust stochastic policy that achieves competitive link prediction performance without being explicitly trained on this task and further enables construction of graphs with properties similar to those of the observed graph.;arxiv
491;Despite their recent success on image denoising, the need for deep and complex architectures still hinders the practical usage of CNNs.;arxiv
492;Older but computationally more efficient methods such as BM3D remain a popular choice, especially in resource-constrained scenarios.;arxiv
493;In this study, we aim to find out whether compact neural networks can learn to produce competitive results as compared to BM3D for AWGN image denoising.;arxiv
494;To this end, we configure networks with only two hidden layers and employ different neuron models and layer widths for comparing the performance with BM3D across different AWGN noise levels.;arxiv
495;Our results conclusively show that the recently proposed self-organized variant of operational neural networks based on a generative neuron model (Self-ONNs) is not only a better choice as compared to CNNs, but also provide competitive results as compared to BM3D and even significantly surpass it for high noise levels.;arxiv
496;For an autonomous agent, executing a poor policy may be costly or even dangerous.;arxiv
497;For such agents, it is desirable to determine confidence interval lower bounds on the performance of any given policy without executing said policy.;arxiv
498;Current methods for exact high confidence off-policy evaluation that use importance sampling require a substantial amount of data to achieve a tight lower bound.;arxiv
499;Existing model-based methods only address the problem in discrete state spaces.;arxiv
500;Since exact bounds are intractable for many domains we trade off strict guarantees of safety for more data-efficient approximate bounds.;arxiv
501;In this context, we propose two bootstrapping off-policy evaluation methods which use learned MDP transition models in order to estimate lower confidence bounds on policy performance with limited data in both continuous and discrete state spaces.;arxiv
502;Since direct use of a model may introduce bias, we derive a theoretical upper bound on model bias for when the model transition function is estimated with i.i.d. trajectories.;arxiv
503;This bound broadens our understanding of the conditions under which model-based methods have high bias.;arxiv
504;Finally, we empirically evaluate our proposed methods and analyze the settings in which different bootstrapping off-policy confidence interval methods succeed and fail.;arxiv
505;Delineating the associations between images and a vector of covariates is of central interest in medical imaging studies.;arxiv
506;To tackle this problem of image response regression, we propose a novel nonparametric approach in the framework of spatially varying coefficient models, where the spatially varying functions are estimated through deep neural networks.;arxiv
507;Compared to existing solutions, the proposed method explicitly accounts for spatial smoothness and subject heterogeneity, has straightforward interpretations, and is highly flexible and accurate in capturing complex association patterns.;arxiv
508;A key idea in our approach is to treat the image voxels as the effective samples, which not only alleviates the limited sample size issue that haunts the majority of medical imaging studies, but also leads to more robust and reproducible results.;arxiv
509;Focusing on a broad family of piecewise smooth functions, we establish the estimation and selection consistency, and derive the asymptotic error bounds.;arxiv
510;We demonstrate the efficacy of the method through intensive simulations, and further illustrate its advantages with analyses of two functional magnetic resonance imaging datasets.;arxiv
511;Machine learning techniques based on neural networks are achieving remarkable results in a wide variety of domains.;arxiv
512;Often, the training of models requires large, representative datasets, which may be crowdsourced and contain sensitive information.;arxiv
513;The models should not expose private information in these datasets.;arxiv
514;Addressing this goal, we develop new algorithmic techniques for learning and a refined analysis of privacy costs within the framework of differential privacy.;arxiv
515;Our implementation and experiments demonstrate that we can train deep neural networks with non-convex objectives, under a modest privacy budget, and at a manageable cost in software complexity, training efficiency, and model quality.;arxiv
516;In 2021 the Johns Hopkins University Applied Physics Laboratory held an internal challenge to develop artificially intelligent (AI) agents that could excel at the collaborative card game Hanabi.;arxiv
517;Agents were evaluated on their ability to play with human players whom the agents had never previously encountered.;arxiv
518;This study details the development of the agent that won the challenge by achieving a human-play average score of 16.5, outperforming the current state-of-the-art for human-bot Hanabi scores.;arxiv
519;The winning agent's development consisted of observing and accurately modeling the author's decision making in Hanabi, then training with a behavioral clone of the author.;arxiv
520;Notably, the agent discovered a human-complementary play style by first mimicking human decision making, then exploring variations to the human-like strategy that led to higher simulated human-bot scores.;arxiv
521;This work examines in detail the design and implementation of this human compatible Hanabi teammate, as well as the existence and implications of human-complementary strategies and how they may be explored for more successful applications of AI in human machine teams.;arxiv
522;We propose Bayesian extensions of two nonparametric regression methods which are kernel and mutual $k$-nearest neighbor regression methods.;arxiv
523;Derived based on Gaussian process models for regression, the extensions provide distributions for target value estimates and the framework to select the hyperparameters.;arxiv
524;It is shown that both the proposed methods asymptotically converge to kernel and mutual $k$-nearest neighbor regression methods, respectively.;arxiv
525;The simulation results show that the proposed methods can select proper hyperparameters and are better than or comparable to the former methods for an artificial data set and a real world data set.;arxiv
526;Deep neural networks (DNNs) exhibit great success on many tasks with the help of large-scale well annotated datasets.;arxiv
527;Training on these noisy labeled datasets may adversely deteriorate their generalization performance.;arxiv
528;Existing methods either rely on complex training stage division or bring too much computation for marginal performance improvement.;arxiv
529;In this paper, we propose a Temporal Calibrated Regularization (TCR), in which we utilize the original labels and the predictions in the previous epoch together to make DNN inherit the simple pattern it has learned with little overhead.;arxiv
530;We conduct extensive experiments on various neural network architectures and datasets, and find that it consistently enhances the robustness of DNNs to label noise.;arxiv
531;We introduce the binacox, a prognostic method to deal with the problem of detecting multiple cut-points per features in a multivariate setting where a large number of continuous features are available.;arxiv
532;The method is based on the Cox model and combines one-hot encoding with the binarsity penalty, which uses total-variation regularization together with an extra linear constraint, and enables feature selection.;arxiv
533;Original nonasymptotic oracle inequalities for prediction (in terms of Kullback-Leibler divergence) and estimation with a fast rate of convergence are established.;arxiv
534;The statistical performance of the method is examined in an extensive Monte Carlo simulation study, and then illustrated on three publicly available genetic cancer datasets.;arxiv
535;On these high-dimensional datasets, our proposed method significantly outperforms state-of-the-art survival models regarding risk prediction in terms of the C-index, with a computing time orders of magnitude faster.;arxiv
536;In addition, it provides powerful interpretability from a clinical perspective by automatically pinpointing significant cut-points in relevant variables.;arxiv
537;"Recent work on fairness in machine learning has primarily emphasized how to define, quantify, and encourage ""fair"" outcomes.";arxiv
538;Less attention has been paid, however, to the ethical foundations which underlie such efforts.;arxiv
539;Among the ethical perspectives that should be taken into consideration is consequentialism, the position that, roughly speaking, outcomes are all that matter.;arxiv
540;Although consequentialism is not free from difficulties, and although it does not necessarily provide a tractable way of choosing actions (because of the combined problems of uncertainty, subjectivity, and aggregation), it nevertheless provides a powerful foundation from which to critique the existing literature on machine learning fairness.;arxiv
541;Moreover, it brings to the fore some of the tradeoffs involved, including the problem of who counts, the pros and cons of using a policy, and the relative value of the distant future.;arxiv
542;In this paper we provide a consequentialist critique of common definitions of fairness within machine learning, as well as a machine learning perspective on consequentialism.;arxiv
543;We conclude with a broader discussion of the issues of learning and randomization, which have important implications for the ethics of automated decision making systems.;arxiv
544;Large scale recommender models find most relevant items from huge catalogs, and they play a critical role in modern search and recommendation systems.;arxiv
545;To model the input space with large-vocab categorical features, a typical recommender model learns a joint embedding space through neural networks for both queries and items from user feedback data.;arxiv
546;However, with millions to billions of items in the corpus, users tend to provide feedback for a very small set of them, causing a power-law distribution.;arxiv
547;This makes the feedback data for long-tail items extremely sparse.;arxiv
548;Inspired by the recent success in self-supervised representation learning research in both computer vision and natural language understanding, we propose a multi-task self-supervised learning (SSL) framework for large-scale item recommendations.;arxiv
549;The framework is designed to tackle the label sparsity problem by learning better latent relationship of item features.;arxiv
550;Specifically, SSL improves item representation learning as well as serving as additional regularization to improve generalization.;arxiv
551;Furthermore, we propose a novel data augmentation method that utilizes feature correlations within the proposed framework.;arxiv
552;We evaluate our framework using two real-world datasets with 500M and 1B training examples respectively.;arxiv
553;Our results demonstrate the effectiveness of SSL regularization and show its superior performance over the state-of-the-art regularization techniques.;arxiv
554;We also have already launched the proposed techniques to a web-scale commercial app-to-app recommendation system, with significant improvements top-tier business metrics demonstrated in A/B experiments on live traffic.;arxiv
555;Our online results also verify our hypothesis that our framework indeed improves model performance even more on slices that lack supervision.;arxiv
556;Both efficient neural networks and hardware accelerators are being explored to speed up DNN inference on edge devices.;arxiv
557;For example, MobileNet uses depthwise separable convolution to achieve much lower latency, while systolic arrays provide much higher performance per watt.;arxiv
558;Interestingly however, the combination of these two ideas is inefficient: The computational patterns of depth-wise separable convolution are not systolic and lack data reuse to saturate the systolic array's constrained dataflow.;arxiv
559;In this paper, we propose FuSeConv (Fully-Separable Convolution) as a drop-in replacement for depth-wise separable convolution.;arxiv
560;FuSeConv generalizes the decomposition of convolutions fully to separable 1D convolutions along spatial and depth dimensions.;arxiv
561;The resultant computation is systolic and efficiently utilizes the systolic array with a slightly modified dataflow.;arxiv
562;With FuSeConv, we achieve a significant speed-up of 3x-7x with the MobileNet family of networks on a systolic array of size 64x64, with comparable accuracy on the ImageNet dataset.;arxiv
563;The high speed-up motivates exploration of hardware-aware Neural Operator Search (NOS) in complement to ongoing efforts on Neural Architecture Search (NAS).;arxiv
564;Many off-policy prediction learning algorithms have been proposed in the past decade, but it remains unclear which algorithms learn faster than others.;arxiv
565;We empirically compare 11 off-policy prediction learning algorithms with linear function approximation on two small tasks: the Rooms task, and the High Variance Rooms task.;arxiv
566;The tasks are designed such that learning fast in them is challenging.;arxiv
567;In the Rooms task, the product of importance sampling ratios can be as large as $2^{14}$ and can sometimes be two.;arxiv
568;To control the high variance caused by the product of the importance sampling ratios, step size should be set small, which in turn slows down learning.;arxiv
569;The High Variance Rooms task is more extreme in that the product of the ratios can become as large as $2^{14}\times 25$.;arxiv
570;This paper builds upon the empirical study of off-policy prediction learning algorithms by Ghiassian and Sutton (2021).;arxiv
571;We consider the same set of algorithms as theirs and employ the same experimental methodology.;arxiv
572;We found that the algorithms' performance is highly affected by the variance induced by the importance sampling ratios.;arxiv
573;We observed that Emphatic TD($\lambda$) tends to have lower asymptotic error than other algorithms, but might learn more slowly in some cases.;arxiv
574;We suggest algorithms for practitioners based on their problem of interest, and suggest approaches that can be applied to specific algorithms that might result in substantially improved algorithms.;arxiv
575;Tensor networks are factorisations of high rank tensors into networks of lower rank tensors and have primarily been used to analyse quantum many-body problems.;arxiv
576;Tensor networks have seen a recent surge of interest in relation to supervised learning tasks with a focus on image classification.;arxiv
577;In this work, we improve upon the matrix product state (MPS) tensor networks that can operate on one-dimensional vectors to be useful for working with 2D and 3D medical images.;arxiv
578;We treat small image regions as orderless, squeeze their spatial information into feature dimensions and then perform MPS operations on these locally orderless regions.;arxiv
579;These local representations are then aggregated in a hierarchical manner to retain global structure.;arxiv
580;The proposed locally orderless tensor network (LoTeNet) is compared with relevant methods on three datasets.;arxiv
581;The architecture of LoTeNet is fixed in all experiments and we show it requires lesser computational resources to attain performance on par or superior to the compared methods.;arxiv
582;Modern solutions to the single image super-resolution (SISR) problem using deep neural networks aim not only at better performance accuracy but also at a lighter and computationally efficient model.;arxiv
583;To that end, recently, neural architecture search (NAS) approaches have shown some tremendous potential.;arxiv
584;Following the same underlying, in this paper, we suggest a novel trilevel NAS method that provides a better balance between different efficiency metrics and performance to solve SISR.;arxiv
585;Unlike available NAS, our search is more complete, and therefore it leads to an efficient, optimized, and compressed architecture.;arxiv
586;To make the search on trilevel spaces differentiable and efficient, we exploit a new sparsestmax technique that is excellent at generating sparse distributions of individual neural architecture candidates so that they can be better disentangled for the final selection from the enlarged search space.;arxiv
587;We further introduce the sorting technique to the sparsestmax relaxation for better network-level compression.;arxiv
588;The proposed NAS optimization additionally facilitates simultaneous search and training in a single phase, reducing search time and train time.;arxiv
589;Comprehensive evaluations on the benchmark datasets show our method's clear superiority over the state-of-the-art NAS in terms of a good trade-off between model size, performance, and efficiency.;arxiv
590;Speech sounds of spoken language are obtained by varying configuration of the articulators surrounding the vocal tract.;arxiv
591;They contain abundant information that can be utilized to better understand the underlying mechanism of human speech production.;arxiv
592;We propose a novel deep neural network-based learning framework that understands acoustic information in the variable-length sequence of vocal tract shaping during speech production, captured by real-time magnetic resonance imaging (rtMRI), and translate it into text.;arxiv
593;The proposed framework comprises of spatiotemporal convolutions, a recurrent network, and the connectionist temporal classification loss, trained entirely end-to-end.;arxiv
594;On the USC-TIMIT corpus, the model achieved a 40.6% PER at sentence-level, much better compared to the existing models.;arxiv
595;To the best of our knowledge, this is the first study that demonstrates the recognition of entire spoken sentence based on an individual's articulatory motions captured by rtMRI video.;arxiv
596;Results suggest that each sub-regions distortion is affected by both emotion and gender.;arxiv
597;Despite the surging demands for multilingual task-oriented dialog systems (e.g., Alexa, Google Home), there has been less research done in multilingual or cross-lingual scenarios.;arxiv
598;Hence, we propose a zero-shot adaptation of task-oriented dialogue system to low-resource languages.;arxiv
599;To tackle this challenge, we first use a set of very few parallel word pairs to refine the aligned cross-lingual word-level representations.;arxiv
600;We then employ a latent variable model to cope with the variance of similar sentences across different languages, which is induced by imperfect cross-lingual alignments and inherent differences in languages.;arxiv
601;This paper introduces, for the first time to our knowledge, physics-informed neural networks to accurately estimate the AC-OPF result and delivers rigorous guarantees about their performance.;arxiv
602;Power system operators, along with several other actors, are increasingly using Optimal Power Flow (OPF) algorithms for a wide number of applications, including planning and real-time operations.;arxiv
603;However, in its original form, the AC Optimal Power Flow problem is often challenging to solve as it is non-linear and non-convex.;arxiv
604;Besides the large number of approximations and relaxations, recent efforts have also been focusing on Machine Learning approaches, especially neural networks.;arxiv
605;So far, however, these approaches have only partially considered the wide number of physical models available during training.;arxiv
606;And, more importantly, they have offered no guarantees about potential constraint violations of their output.;arxiv
607;Our approach (i) introduces the AC power flow equations inside neural network training and (ii) integrates methods that rigorously determine and reduce the worst-case constraint violations across the entire input domain, while maintaining the optimality of the prediction.;arxiv
608;We demonstrate how physics-informed neural networks achieve higher accuracy and lower constraint violations than standard neural networks, and show how we can further reduce the worst-case violations for all neural networks.;arxiv
609;Distances between data points are widely used in machine learning applications.;arxiv
610;Yet, when corrupted by noise, these distances -- and thus the models based upon them -- may lose their usefulness in high dimensions.;arxiv
611;Indeed, the small marginal effects of the noise may then accumulate quickly, shifting empirical closest and furthest neighbors away from the ground truth.;arxiv
612;In this paper, we exactly characterize such effects in noisy high-dimensional data using an asymptotic probabilistic expression.;arxiv
613;Previously, it has been argued that neighborhood queries become meaningless and unstable when distance concentration occurs, which means that there is a poor relative discrimination between the furthest and closest neighbors in the data.;arxiv
614;However, we conclude that this is not necessarily the case when we decompose the data in a ground truth -- which we aim to recover -- and noise component.;arxiv
615;More specifically, we derive that under particular conditions, empirical neighborhood relations affected by noise are still likely to be truthful even when distance concentration occurs.;arxiv
616;We also include thorough empirical verification of our results, as well as interesting experiments in which our derived 'phase shift' where neighbors become random or not turns out to be identical to the phase shift where common dimensionality reduction methods perform poorly or well for recovering low-dimensional reconstructions of high-dimensional data with dense noise.;arxiv
617;Monocular depth estimation plays a crucial role in 3D recognition and understanding.;arxiv
618;One key limitation of existing approaches lies in their lack of structural information exploitation, which leads to inaccurate spatial layout, discontinuous surface, and ambiguous boundaries.;arxiv
619;In this paper, we tackle this problem in three aspects.;arxiv
620;First, to exploit the spatial relationship of visual features, we propose a structure-aware neural network with spatial attention blocks.;arxiv
621;These blocks guide the network attention to global structures or local details across different feature layers.;arxiv
622;Second, we introduce a global focal relative loss for uniform point pairs to enhance spatial constraint in the prediction, and explicitly increase the penalty on errors in depth-wise discontinuous regions, which helps preserve the sharpness of estimation results.;arxiv
623;Finally, based on analysis of failure cases for prior methods, we collect a new Hard Case (HC) Depth dataset of challenging scenes, such as special lighting conditions, dynamic objects, and tilted camera angles.;arxiv
624;The new dataset is leveraged by an informed learning curriculum that mixes training examples incrementally to handle diverse data distributions.;arxiv
625;Experimental results show that our method outperforms state-of-the-art approaches by a large margin in terms of both prediction accuracy on NYUDv2 dataset and generalization performance on unseen datasets.;arxiv
626;A law practitioner has to go through a lot of long legal case proceedings.;arxiv
627;To understand the motivation behind the actions of different parties/individuals in a legal case, it is essential that the parts of the document that express an intent corresponding to the case be clearly understood.;arxiv
628;In this paper, we introduce a dataset of 93 legal documents, belonging to the case categories of either Murder, Land Dispute, Robbery, or Corruption, where phrases expressing intent same as the category of the document are annotated.;arxiv
629;Also, we annotate fine-grained intents for each such phrase to enable a deeper understanding of the case for a reader.;arxiv
630;Finally, we analyze the performance of several transformer-based models in automating the process of extracting intent phrases (both at a coarse and a fine-grained level), and classifying a document into one of the possible 4 categories, and observe that, our dataset is challenging, especially in the case of fine-grained intent classification.;arxiv
631;We study the underdamped Langevin diffusion when the log of the target distribution is smooth and strongly concave.;arxiv
632;We present a MCMC algorithm based on its discretization and show that it achieves $\varepsilon$ error (in 2-Wasserstein distance) in $\mathcal{O}(\sqrt{d}/\varepsilon)$ steps.;arxiv
633;This is a significant improvement over the best known rate for overdamped Langevin MCMC, which is $\mathcal{O}(d/\varepsilon^2)$ steps under the same smoothness/concavity assumptions.;arxiv
634;The underdamped Langevin MCMC scheme can be viewed as a version of Hamiltonian Monte Carlo (HMC) which has been observed to outperform overdamped Langevin MCMC methods in a number of application areas.;arxiv
635;We provide quantitative rates that support this empirical wisdom.;arxiv
636;A Markov chain update scheme using a machine-learned flow-based generative model is proposed for Monte Carlo sampling in lattice field theories.;arxiv
637;The generative model may be optimized (trained) to produce samples from a distribution approximating the desired Boltzmann distribution determined by the lattice action of the theory being studied.;arxiv
638;Training the model systematically improves autocorrelation times in the Markov chain, even in regions of parameter space where standard Markov chain Monte Carlo algorithms exhibit critical slowing down in producing decorrelated updates.;arxiv
639;Moreover, the model may be trained without existing samples from the desired distribution.;arxiv
640;The algorithm is compared with HMC and local Metropolis sampling for $\phi^4$ theory in two dimensions.;arxiv
641;In multi-label classification tasks, each problem instance is associated with multiple classes simultaneously.;arxiv
642;In such settings, the correlation between labels contains valuable information that can be used to obtain more accurate classification models.;arxiv
643;The correlation between labels can be exploited at different levels such as capturing the pair-wise correlation or exploiting the higher-order correlations.;arxiv
644;Even though the high-order approach is more capable of modeling the correlation, it is computationally more demanding and has scalability issues.;arxiv
645;This paper aims at exploiting the high-order label correlation within subsets of labels using a supervised learning classifier system (UCS).;arxiv
646;For this purpose, the label powerset (LP) strategy is employed and a prediction aggregation within the set of the relevant labels to an unseen instance is utilized to increase the prediction capability of the LP method in the presence of unseen labelsets.;arxiv
647;Exact match ratio and Hamming loss measures are considered to evaluate the rule performance and the expected fitness value of a classifier is investigated for both metrics.;arxiv
648;Also, a computational complexity analysis is provided for the proposed algorithm.;arxiv
649;The experimental results of the proposed method are compared with other well-known LP-based methods on multiple benchmark datasets and confirm the competitive performance of this method.;arxiv
650;We study a variant of the multi-armed bandit problem where side information in the form of bounds on the mean of each arm is provided.;arxiv
651;We develop the novel non-optimistic Global Under-Explore (GLUE) algorithm which uses the provided mean bounds (across all the arms) to infer pseudo-variances for each arm, which in turn decide the rate of exploration for the arms.;arxiv
652;We analyze the regret of GLUE and prove regret upper bounds that are never worse than that of the standard UCB algorithm.;arxiv
653;Furthermore, we show that GLUE improves upon regret guarantees that exists in literature for structured bandit problems (both theoretically and empirically).;arxiv
654;Finally, we study the practical setting of learning adaptive interventions using prior data that has been confounded by unrecorded variables that affect rewards.;arxiv
655;We show that mean bounds can be inferred naturally from such logs and can thus be used to improve the learning process.;arxiv
656;We validate our findings through semi-synthetic experiments on data derived from real data sets.;arxiv
657;In an ever-increasing interest for Machine Learning (ML) and a favorable data development context, we here propose an original methodology for data-based prediction of two-dimensional physical fields.;arxiv
658;Polynomial Chaos Expansion (PCE), widely used in the Uncertainty Quantification community (UQ), has long been employed as a robust representation for probabilistic input-to-output mapping.;arxiv
659;It has been recently tested in a pure ML context, and shown to be as powerful as classical ML techniques for point-wise prediction.;arxiv
660;Some advantages are inherent to the method, such as its explicitness and adaptability to small training sets, in addition to the associated probabilistic framework.;arxiv
661;Simultaneously, Dimensionality Reduction (DR) techniques are increasingly used for pattern recognition and data compression and have gained interest due to improved data quality.;arxiv
662;In this study, the interest of Proper Orthogonal Decomposition (POD) for the construction of a statistical predictive model is demonstrated.;arxiv
663;Both POD and PCE have amply proved their worth in their respective frameworks.;arxiv
664;The goal of the present paper was to combine them for a field-measurement-based forecasting.;arxiv
665;The described steps are also useful to analyze the data.;arxiv
666;Some challenging issues encountered when using multidimensional field measurements are addressed, for example when dealing with few data.;arxiv
667;The POD-PCE coupling methodology is presented, with particular focus on input data characteristics and training-set choice.;arxiv
